Query	UserId	ChatsQ	BotAnswer	BotHelp	Rank	DocName	LemFounText	FounText	Score	Opinion	Confidence
Добрый день! ООО состоит в СРО и ежемесячно вносит взносы (в СРО). Можно ли эти взносы учесть в статью расходы при УСН 15%?	18009238	1	0	0	22	Как  учесть  при расчете налога на прибыль прочие  расходы , связанные с производством и реализацией	учитывать расчет налог прибыль прочий расход связывать с производство и реализация взнос наступать после саморегулируемый организация принимать решение прием организация член сро компенсационный фонд и вступительный взнос это следовать часть 10 11 и 12 статья	Как учесть при расчете налога на прибыль прочие расходы , связанные с производством и реализацией ... взносы наступает после того, как саморегулируемая организация приняла решение о приеме организации в члены СРО ... компенсационный фонд и вступительный взнос. Это следует из частей 10 , 11 и 12 статьи ...	0.4353083372116089	Ложь	0.9396993517875671
Добрый день! Сотрудник направляется в Бишкек. В каком размере будут его суточные? И второй вопрос, рассчитываться за проживание в гостинице он будет наличными в местной валюте. Какие закрывающие документы работник должен предоставить в бухгалтерию?	13231787	1	0	0	27	Как оформить и отразить в бухучете продажу  иностранной   валюты 	оформлять и отражать бухучет продажа иностранный валюта продавать иностранный валюта банк составлять расчетный документ например платежный поручение п 2 10 инструкция цб 16 08 2017 181 и п 1 1 положение цб 29 06 2021 762 п	Как оформить и отразить в бухучете продажу иностранной валюты Чтобы продать иностранную валюту через банк, составьте расчетный документ . Например, платежное поручение ( п. 2.10 инструкции ЦБ от 16.08.2017 № 181-И , п. 1.1 положения ЦБ от 29.06.2021 № 762-П...	0.8725113868713379	Ложь	0.9276090264320374
льготы по подоходному налогу?	13046003	1	0	0	2	Кто предоставляет  стандартные   налоговые   вычеты по   НДФЛ 	кто предоставлять стандартный налоговый вычет ндфл резидент мочь быть право стандартный налоговый вычет себя и ребенок рекомендация кто и предоставлять вычет	Кто предоставляет стандартные налоговые вычеты по НДФЛ У резидентов может быть право на стандартные налоговые вычеты – на себя и ребенка. В рекомендации – кто и как предоставляет такие вычеты .	0.24124646186828613	Правда	0.9414604902267456
Можно ли учесть в налоговом учете приобретение и раздачу витаминов сотрудникам с целью витаминизации?	8785292	1	0	0	25	Как  учесть  госпошлину при  налогообложении 	учитывать госпошлина налогообложение платить единый налог с разница доход и расход сумма уплачивать госпошлина можно учитывать сумма госпошлина включать расход момент ее уплата бюджет или перечисление счет	Как учесть госпошлину при налогообложении ...платит единый налог с разницы между доходами и расходами, то сумму уплаченной госпошлины можно учесть ... Сумму госпошлины включите в расходы в момент ее уплаты в бюджет или перечисления на счет ...	0.5138424634933472	Ложь	0.9137476086616516
Нужен образец учетной политики для ООО система налогообложения осн	5822466	1	0	0	14	 Учетная   политика по   налоговому   учету  при УСН	учетный политика налоговый учет усна раздельный учет средство указывать пункт 5 настоящий учетный политика весть с применение регистр форма который приводить методический рекомендация мнс россия 27 12 2001 система налоговый учет рекомендовать мнс россия	 Учетная политика по налоговому учету при УСН Раздельный учет средств, указанных в пункте 5 настоящей учетной политики , вести с применением регистров, форма которых приведена в Методических рекомендациях МНС России от 27.12.2001 Система налогового учета, рекомендуемая МНС России...	0.805708646774292	Правда	0.9618191719055176
"Добрый день!Наша организация занимается оказанием транспортных услуг.
Каждая машина оснащена прибором учета топлива, прибором системы Глонасс, тахографом.
Данные приборы используются до момента выхода из строя, то есть более 1 года. Но их стоимость менее 100 тыс. руб.
Как вести бухгалтерский и налоговый учет данных приборов?
Я полагаю, что через счет 10.21.1. И в последствии - на забалансовом учитывать до момента износа.
Или все-таки через счет 10.06- прочие материалы и вследствии несущественности сразу списывать в БУ и НУ?"	1941394	1	0	0	21	Как отразить транспортные расходы в бухучете	отражать транспортный расход бухучет учет транспортный расход продажа товар работа услуга собственный продукция зависеть выделять ли доставка договор поставка отдельный услуга или нет доставка обязанность поставщик и	Как отразить транспортные расходы в бухучете Учет транспортных расходов при продаже товаров, работ, услуг , собственной продукции зависит от того, выделена ли доставка в договоре поставки как отдельная услуга или нет. Если доставка – обязанность поставщика и...	0.8867411017417908	Правда	0.9511400461196899
Здравствуйте. У нас на балансе числится оборудование свыше 100 тыс (основные средства). Режим налогообложения у нас ОСНО. Надо ли нам платить налог на имущество и соответственно сдавать декларацию.	2110625	1	0	0	17	Как составить и  сдать   декларацию по   налогу  при УСН	составлять и сдавать декларация налог усна декларация налог упрощенка сдавать ифнс где состоять учет головной отделение организация местонахождение обособленный подразделение отчетность упрощенка представлять не п 1 ст	Как составить и сдать декларацию по налогу при УСН Декларацию по налогу на упрощенке нужно сдать в ИФНС, где состоит на учете головное отделение организации. По местонахождению обособленных подразделений отчетность по упрощенке представлять не нужно ( п. 1 ст.	0.7312265634536743	Ложь	0.8879755139350891
ИП на ОСНО дарит недвижимое имущество детям, какие налоги платит ИП?	1594334	1	0	0	28	Как ИП на  ОСНО  определить доход от продажи  недвижимого   имущества  в рамках предпринимательской деятельности	ипать осно определять доход продажа недвижимый имущество рамка предпринимательский деятельность доход продажа недвижимость определять большой величина договорный цена или 0 7 кадастровый стоимость продавать объект регион вправе уменьшать коэффициент 0 7 вплоть 0 кадастровый стоимость взять	Как ИП на ОСНО определить доход от продажи недвижимого имущества в рамках предпринимательской деятельности Доход от продажи недвижимости определяйте как наибольшую из величин – договорная цена или 0,7 от кадастровой стоимости продаваемого объекта. Регионы вправе уменьшить коэффициент 0,7 вплоть до 0. Кадастровую стоимость возьмите...	0.9677827954292297	Ложь	0.8828922510147095
Облагается ли ндфл доход сотрудника в натурально форме при оплате обучения такого сотрудника у ип без лицензии	5244199	1	0	0	18	Как  платить   НДФЛ  за  сотрудников , учредителей и исполнителей по ГПД	платить ндфл сотрудник учредитель и исполнитель гпд течение месяц сотрудник работать несколько обособленный подразделение ндфл с его доход зачислять октмо и кпп каждый они налог считать с учет зарплата начислять сотрудник	Как платить НДФЛ за сотрудников , учредителей и исполнителей по ГПД Если в течение месяца сотрудник работает в нескольких обособленных подразделениях, то НДФЛ с его доходов зачисляйте по ОКТМО и КПП каждого из них. Налог считайте с учетом зарплаты, начисленной сотруднику...	0.8671015501022339	Ложь	0.836590051651001
Добрый день. уточните пожалуйста отчет 6НДФЛ строка 032 от 31..12.23 входит в сумму в том числе в строку 024 или перейдет в отчет 6 НДФД за 1 квартал 2024года?	5857858	1	0	0	19	Как заполнить  поля  140, 141 и 142 расчета 6-НДФЛ	заполнять поле 140 141 и 142 расчет 6 ндфл поле 140 сумма налог исчислять отражать сумма исчислять налог ставка поле 100 определять величина этот показатель слагать сумма ндфл начислять с доход весь сотрудник i квартал	Как заполнить поля 140, 141 и 142 расчета 6-НДФЛ В поле 140 Сумма налога исчисленная отразите сумму исчисленного налога по ставке из поля 100 ... Чтобы определить величину этого показателя, сложите суммы НДФЛ, начисленные с доходов всех сотрудников: I квартал ...	0.8937171697616577	Ложь	0.9134917259216309
Добрый день! ситуация: сотрудник находится в отпуске за свой счет. Он хочет заправить рабочий картридж. Вопрос: на сколько это правомерно? Можно ли принять эти расходы в НУ ?	6498009	1	0	0	28	Как использовать резерв предстоящих  расходов  на оплату  отпусков  в налоговом учете	использовать резерв предстоящий расход оплата отпуск налоговый учет организация создавать резерв предстоящий выплата сотрудник отпуск вознаграждение итог работа год и выслуга год весь расход связывать с выплата этот сумма относить использование соответствующий	Как использовать резерв предстоящих расходов на оплату отпусков в налоговом учете Если организация создает резервы предстоящих выплат сотрудникам ( отпуска , вознаграждения по итогам работы за год и за выслугу лет), то все расходы , связанные с выплатой этих сумм, относите на использование соответствующего...	0.647117018699646	Ложь	0.8469338417053223
Добрый день! Подскажите у нас в программе 1С8.3 ЗУП база для НДФЛ	2205377	1	0	0	29	Как рассчитать и платить  НДФЛ  с дохода в натуральной форме	рассчитать и платить ндфл с доход натуральный форма подобный точка зрение подтверждать письмо минфин 03 08 2018 03 04 06 55047 21 03 2016 03 04 05 15542 признавать необоснованный расчетный метод определение налоговый база ндфл судья указывать расчет индивидуальный доход	Как рассчитать и платить НДФЛ с дохода в натуральной форме Подобная точка зрения подтверждена письмами Минфина от 03.08.2018 № 03-04-06/55047 , от 21.03.2016 № 03-04-05/15542 ... признал необоснованным расчетный метод определения налоговой базы по НДФЛ . Судьи указали: для расчета индивидуального дохода ...	0.4224000573158264	Ложь	0.842361330986023
не могу открыть ответ, здравствуйте	17037171	1	0	0	14	Частая  ошибка : отчет подписан  не  той электронной подписью или вовсе  не  заверен	частый ошибка отчет подписывать не тот электронный подпись или вовсе не заверять отчет который сдавать интернет заверять квалифицировать электронный подпись она программа проверка определять становиться понятно обладать ли отправитель достаточный полномочие или же отчет принимать нельзя с ошибка	Частая ошибка : отчет подписан не той электронной подписью или вовсе не заверен Отчет, который сдают через Интернет, заверяют квалифицированной электронной подписью . По ней программа проверки определяет, ... становится понятно, обладает ли отправитель достаточными полномочиями или же отчет принимать нельзя . Ситуация с ошибкой ...	0.7598044872283936	Ложь	0.8899090886116028
"Просим дать консультацию по следующему вопросу. 
Организация уплачивает ежеквартальные авансовые платежи по налогу на прибыль. В 4 квартале она утрачивает право на применение квартальных платежей из-за превышения установленного лимита выручки и переходит на уплату ежемесячных авансовых платежей по налогу на прибыль. В связи с этим обстоятельством организация должна сдать уточненную/корректировочную декларацию по налогу на прибыль за 9 мес. , с заполнением в ней строк 320-340 Листа 02 и с включением подраздела 1.2. за 4 кв. с кодом «24» по строке 001 и за 1 кв. с"	9722944	1	0	0	20	Как провести специальную оценку условий труда на микропредприятии	проводить специальный оценка условие труд микропредприятие разработка компьютерный программный обеспечение и консультация данный область	Как провести специальную оценку условий труда на микропредприятии разработка компьютерного программного обеспечения и консультации в данной области;	0.9100292921066284	Правда	0.944523274898529
Здравствуйте! Подскажите пожалуйста, в уведомлении по транспортному налогу за 4 квартал 2023 года какой ставить период, месяц, квартал?	1762745	1	0	0	15	Безопасная доля вычетов НДС на II  квартал   2023   года 	безопасный доля вычет ндс ii квартал 2023 год показатель безопасный доля ii квартал 2023 год посчитать основание отчет 1 ндс состояние ненецкий автономный округ отчет отношение днр лнр запорожский и херсонский область отчетный период	Безопасная доля вычетов НДС на II квартал 2023 года Показатели безопасной доли на II квартал 2023 года посчитаны на основании отчета 1-НДС по состоянию ... Ненецкого автономного округа. Отчеты в отношении ДНР, ЛНР, Запорожской и Херсонской областей за отчетные периоды ...	0.03561927750706673	Ложь	0.8518472909927368
эту общую информацию я и сама нахожу	13930577	1	0	0	8	Как отразить операции по совместной деятельности (простому товариществу), если участник ведет  общие  дела	отражать операция совместный деятельность простой товарищество участник вести общий дело создание простой товарищество каждый участник вносить свой вклад совместный деятельность п 1 ст 1041 гк далее один или несколько участник заключать сделка интерес товарищество а	Как отразить операции по совместной деятельности (простому товариществу), если участник ведет общие дела При создании простого товарищества каждый участник вносит свой вклад в совместную деятельность ( п. 1 ст. 1041 ГК ). Далее один или несколько участников заключают сделки в интересах товарищества, а...	0.2474229335784912	Ложь	0.9292991757392883
Добрый день! Подскажите, пожалуйста, надо ли удерживать НДФЛ с необязательных выплат при увольнении? Увольнение по соглашению сторон	17686615	1	0	0	17	Нужно ли  удержать   НДФЛ  и начислить страховые взносы при  выплате  дополнительной компенсации за преждевременное  увольнение 	удерживать ндфл и начислять страховой взнос выплата дополнительный компенсация преждевременный увольнение досрочный увольнение не выходной пособие и не средний заработок период трудоустройство выплата заработок или шесть заработок работник крайний север и приравнивать он местность удерживать ндфл	Нужно ли удержать НДФЛ и начислить страховые взносы при выплате дополнительной компенсации за преждевременное увольнение ...за досрочное увольнение не выходное пособие, и не средний заработок на период трудоустройства. Для выплаты ... заработка или шесть заработков для работников Крайнего Севера и приравненных к нему местностей. Удерживать НДФЛ ...	0.7156480550765991	Правда	0.9718260169029236
Добрый день, ИП произвел оплату учебы своего ребенка в ВУЗе, но ребеноу отучился один семестр и бросил обучение, осталась ли возможность получить вычет за обучение если институт не окончен?	2624092	1	0	0	13	Как рассчитать объем  незавершенного   производства  для распределения затрат	рассчитать объем незавершенный производство распределение затрата распределение расход незавершенный производство и готовый продукция вставать распределение затрата этот расход можно прямо соотносить с конкретный вид продукция порядок распределение расход один	Как рассчитать объем незавершенного производства для распределения затрат При распределении расходов на незавершенное производство и готовую продукцию встает вопрос о распределении затрат между ... эти расходы можно прямо соотнести с конкретным видом продукции. Порядок распределения таких расходов – один ...	0.43862324953079224	Ложь	0.9154797792434692
Обязательно ли нужно составлять служебную записку о премировании для уменьшения налоговой базы по налогу на прибыль?	4728453	1	0	0	9	 Служебные   записки  на  премию  или компенсацию	служебный записка премия или компенсация когда понадобиться документ обосновывать необходимость и размер дополнительный выплата сотрудник например указывать свой локальный акт премия зависеть конкретный показатель работа руководитель должный составлять	 Служебные записки на премию или компенсацию Когда понадобится документ . Чтобы обосновать необходимость и размеры дополнительных выплат сотруднику. Например, если указали в своих локальных актах, что премия зависит от конкретных показателей работы, то руководитель должен составить ...	0.7238363027572632	Правда	0.9744387269020081
Доброе утро! ИП на УСН Доходы обнаружил, что не учел в доходах несколько сумм. В связи с этим было подано не верная сумма в уведомлении по УСН за 3 квартал 2023 г. Нужно ли сейчас подавать корректирующее уведомление за 3 квартал 2023 г. или уже просто сдавать декларацию по УСН Доходы за 2023 г.?	3360901	1	0	0	16	Как заполнить и  подать   уведомление  о переходе на УСН	заполнять и подавать уведомление переход усна переходить усна можно со календарный год крайний срок подача уведомление переход 346 13 нк ипать не подавать уведомление переход усна после утрата право	Как заполнить и подать уведомление о переходе на УСН Перейти на УСН можно со следующего календарного года. Крайний срок подачи уведомления о переходе на ... 346.13 НК ). Если ИП не подавал уведомление о переходе на УСН, после утраты права ...	0.6344665288925171	Ложь	0.8946008086204529
Добрый день, прошу проконсультировать вопрос по налогу на имущество, у нас на балансе имеется сооружение, назначение Железнодорожные пути складского хозяйства №406, № 407 Протяженность 552м. имеет кадастровый номер. В реестре недвижимости облагаемой налогом на имущество по кадастровой стоимости сооружение не найдено. В декларации по налогу на имущество надо учитывать это сооружение?	18221252	1	0	0	8	Как организации рассчитать  налог  на  имущество 	организация рассчитать налог имущество пользование а также сооружение который являться их неотъемлемый часть данный ставка подлежать налогообложение имущество который утверждать постановление правительство 23 11 2017 1421 действие ставка размер 1 6 процент	Как организации рассчитать налог на имущество ...пользования, а также сооружениям , которые являются их неотъемлемой частью. По данной ставке подлежит налогообложению имущество , ... которого утвержден постановлением Правительства от 23.11.2017 № 1421 . Действие ставки в размере 1,6 процента...	0.2834326922893524	Правда	0.945033073425293
Добрый день, помогите в решении вопроса: для оплаты больничного листа можно ли брать заработок с предыдущего места работы по совместительству, где сотрудник не отработал два года, уволившись в 2022году.Заранее спасибо.	17239799	1	0	0	12	В течение какого времени  оплачивать   больничный   листок   уволенному работнику 	течение какой время оплачивать больничный листок увольнять работник больничный пособие выплачивать увольнять сотрудник болезнь наступать течение 30 календарный день со день этот случай пособие вне зависимость стаж сотрудник выплачивать размер 60 процент средний заработок	В течение какого времени оплачивать больничный листок уволенному работнику Больничное пособие выплачивайте уволенным сотрудникам , если болезнь наступила в течение 30 календарных дней со дня ... этом случае пособие вне зависимости от стажа сотрудника выплачивайте в размере 60 процентов среднего заработка ...	0.6805686950683594	Ложь	0.9226192235946655
Добрый день. Есть решение учредителей о выплате дивидендов. Часть дивидендов учредители хотят получить в наличной форме а часть в безналичной. Как сформулировать данное условие в решении учредителей о выплате дивидендов?	921887	1	0	0	9	Как принять  решение о   выплате   дивидендов   ; образцы	принимать решение выплата дивиденд образец порядок принятие решение выплата дивиденд участник акционер зависеть организационно правовой форма организация решение принимать	Как принять решение о выплате дивидендов ; образцы Порядок принятия решения о выплате дивидендов участникам, акционерам зависит от организационно-правовой формы организации. Решение принимает:	0.6899068355560303	Ложь	0.9165407419204712
Должна ли бюджетная организация платить первые три дня внешнему совместителю, если по основному месту работы больничные начисляются из максимального размера больничного листа	21061603	1	0	0	9	Как  оплачивать   больничный   внешнему   совместителю  в 2023 году	оплачивать больничный внешний совместитель 2023 год 2023 год правило выплата пособие временный нетрудоспособность внешний совместитель оставаться прежний порядок зависеть один и тот же работодатель пособие он смочь получать весь место работа	Как оплачивать больничный внешнему совместителю в 2023 году В 2023 году правила выплаты пособия по временной нетрудоспособности внешним совместителям остались прежними. Порядок зависит ... Если у одних и тех же работодателей, пособие он сможет получить по всем местам работы .	0.6730493903160095	Правда	0.9592950940132141
лечение вычет по санаторной путевки	18116246	1	0	0	9	Как отражать  путевки  в РСВ	отражать путевка рсв ежемесячный оклад а волков 40 000 руб компания оплачивать он санаторный курортный лечение сумма 15 000 руб общий сумма доход волков декабрь составлять 55 000 руб 40 000	Как отражать путевки в РСВ Ежемесячный оклад А.В. Волкова — 40 000 руб. Компания оплатила ему санаторно-курортное лечение в сумме 15 000 руб. Общая сумма дохода Волкова за декабрь составила 55 000 руб. (40 000...	0.914216935634613	Правда	0.937710165977478
Добрый день, нам на расчетный счет поступила переплата по договору инвестирования, в какой строке оддс отразить?	515901	1	0	0	12	Как  отразить  в  отчете о   движении   денежных средств   денежные  потоки от текущих операций	отражать отчет движение денежный средство денежный поток текущий операция сначала отражать сведение поступление соответствующий сумма поступление указывать строка 4111 4119 какой показатель отражать строка смотреть таблица расшифровка строка отчет движение денежный средство	Как отразить в отчете о движении денежных средств денежные потоки от текущих операций Сначала отразите сведения о поступлениях . Соответствующие суммы поступлений укажите по строкам 4111–4119 . Какие показатели отражать в строках, смотрите в таблице Расшифровка строк отчета о движении денежных средств . Если...	0.3553730845451355	Ложь	0.9383401274681091
добрый день! скажите пожалуйста биологический монокулярный микроскоп xsp 03 2000 по какой ставке НДС облагается? 10 % или 0 %?	396794	1	0	0	28	 Ставки   НДС  в 2022 году	ставка ндс 2022 год не облагаться ндс нулевой ставка либо ставка 10 процент	 Ставки НДС в 2022 году не облагается НДС по нулевой ставке либо ставке 10 процентов	0.6703472137451172	Правда	0.9644708633422852
Недостачу товара на складе было решено не удерживать с кладовщиков. Можно ли учесть сумму недостачи в налоговом учете как внереализационные расходы при расчете налога на прибыль?	17981750	1	0	0	20	Как в  налоговом   учете  распределять прямые и косвенные  расходы 	налоговый учет распределять прямой и косвенный расход объяснение простой признавать прямой расход можно мера реализация товар работа или услуга включать прямой расход который относиться остаток нереализованный продукция расчет налог прибыль учитывать	Как в налоговом учете распределять прямые и косвенные расходы Объяснение простое – признавать прямые расходы можно только по мере реализации товаров , работ или услуг, ... включают. Прямые расходы, которые относятся к остаткам нереализованной продукции, при расчете налога на прибыль учесть ...	0.7642850875854492	Правда	0.9614904522895813
Добрый день! Помогите пожалуйста найти ответ на следующий вопрос. Физическое лицо оказывало услуги предприятию. 31.12.2023г. был сдан ЕФС-1 о расторжении этого договора. Дата договора ГПХ 20.05.2019г. СЗВ-ТД начали сдавать с 01.01.2020г. При этом договора ГПХ в данный отчет на тот момент не включали. СЗВ-М и СЗВ-Стаж на данное физ.лицо сдавался. Сейчас СФР требует сдать СЗВ-ТД на дату заключения договора. Вопрос: 1. С какого времени ил Когда должен был сдан отчет СЗВ-ТД о заключении договора ГПХ с физ.лицом? Какие штрафные санкции могут быть применены?	5480504	1	0	0	21	Нужно ли  подавать   отчет  ЕФС-1 при  заключении  и расторжении  договора ГПХ  с ИП	подавать отчет ефс 1 заключение и расторжение договор гпх с ипать подраздел 1 1 раздел 1 заполнять и сдавать организация который заключать с исполнитель договор гражданский правовой характер вознаграждение который начислять страховой взнос это договор	Нужно ли подавать отчет ЕФС-1 при заключении и расторжении договора ГПХ с ИП Подраздел 1.1. раздела 1 заполняют и сдают организации , которые заключили с исполнителями договоры гражданско-правового характера, на вознаграждение по которым начисляют страховые взносы. Это договоры:	0.7192881107330322	Ложь	0.9205251932144165
Здравствуйте! Подскажите, сотрудник у нас по совместительству. Ушел на больничный. Его оплатили по основному месту работы. как нам отметить больничный этого сотрудника?	450845	1	0	0	3	Как оформить  больничное  пособие  совместителю 	оформлять больничный пособие совместитель больничный пособие внутренний совместитель первый три день болезнь выплачивать тот же порядок и обычный сотрудник рассчитать он с учет весь вознаграждение начислять организация быть зарплата	Как оформить больничное пособие совместителю Больничное пособие внутреннему совместителю за первые три дня болезни выплачивайте в том же порядке , ... и обычным сотрудникам . Рассчитайте его с учетом всех вознаграждений, начисленных в организации, то есть зарплаты...	0.9066287279129028	Правда	0.9335642457008362
Доброе утро. Интересует расчет увольнения сотрудницы в отпуске по уходу за ребенком по собственному желанию.	3544462	1	0	0	3	Как определить  расчетный  период для  исчисления  компенсации  за  неиспользованный отпуск при  увольнении. Сотрудница   увольняется  сразу после окончания  отпуска по   уходу за   ребенком 	определять расчетный период исчисление компенсация неиспользованный отпуск увольнение сотрудница увольняться сразу после окончание отпуск уход ребенок когда сотрудница увольняться сразу после окончание отпуск уход ребенок расчетный период принимать 12 месяц уход сотрудница отпуск беременность и род во внимание взять	Как определить расчетный период для исчисления компенсации за неиспользованный отпуск при увольнении. Сотрудница увольняется сразу после окончания отпуска по уходу за ребенком Когда сотрудница увольняется сразу после окончания отпуска по уходу за ребенком , за расчетный период примите 12 месяцев до ухода сотрудницы в отпуск по беременности и родам. Во внимание нужно взять...	0.4918537139892578	Правда	0.9656438231468201
"Сотрудник работал с начала года по ноябрь включительно у индивидуального предпринимателя. При увольнении получил справку 2НДФЛ. В конце декабря предприниматель умер и годовой отчет 6ндфл не сдал. Как теперь сотруднику составить 3 НДФЛ и получить вычет на лечение , если информации за год в налоговой службе нет? Я готова ждать 24 часа для передачи ответа экспертам и жду письменный ответ.

© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/recommendations/?of=copy-e46d86a94f"	1653411	1	0	0	5	Как рассчитать и  уволить   умершего   сотрудника 	рассчитать и увольнять умерший сотрудник доход начислять сотрудник но не получать он связь со смерть не включать его смерть включать отчетность ндфл общий порядок см заполнять и сдавать	Как рассчитать и уволить умершего сотрудника Доходы , начисленные сотруднику , но не полученные им в связи со смертью , не нужно включать в ... его смерти, включите в отчетность по НДФЛ в общем порядке (см. Как заполнить и сдать ...	0.49963659048080444	Ложь	0.9203000664710999
