Query	UserId	ChatsQ	BotAnswer	BotHelp
Здравствуйте, при подготовке 6-НДФЛ за 4 квартал 2023 года выяснили, что ошибочно занизили сумму НДФЛ в последнем уведомлении за 2023 год на 480 рублей. Какая ответственность будет за заниженную сумму НДФЛ в уведомлении? Обязательно ли подавать корректирующее уведомление или достаточно сдать верный отчет 6-НДФЛ?	2575896	1	0	0
Добрый день. помогите пожалуйста разобраться с вопросом.	830301	1	0	0
Как принять на работу сотрудника ( не гражданина России )	16663581	1	0	0
Добрый день! Ошибочно выплатили деньги уволенному сотруднику, как можно вернуть деньги?	21468243	1	0	0
форма 6 ндфл поменялись с 2024 года октмо,надо сдать отчет за 2023 года, нужно указывать старые октмо или новые?	14493673	1	0	0
Подскажите, где можно скачать форму ответов ,на предоставление пояснений о занижении базы для исчисления страховых взносов, что средняя сумма выплат меньше средней заработной платы .заранее спасибо.	14273129	1	0	0
Добрый день. Подскажите, пожалуйста, как обосновать приобретение организацией подарочных в рестораны для организации деловых встреч с партнерами? Можем ли мы учесть их стоимость в составе представительских расходов? Спасибо.	838074	1	0	0
у ип нет кассового аппарата, но он получил на р/счет деньги от физ.лица и чек выдать не может. Как поступить	2587291	1	0	0
Добрый день, подскажите пожалуйста какой ставкой подлежит реализация продукции - грузополучатель ЮЛ в Казахстане (доставка за наш счет), покупатель резидент Канады. как в данном случае подтверждается или не подтверждается ставка 0%? мы в любом случае должны реализовать по ставке 0% а по истечении 180 дней доначислить налог по 20% или сразу можно отгрузить со ставкой 20 %	5730358	1	0	0
"А как же Рекомендации Р-6/2009-КпР ""Изменение срока полезного использования основных средств в течение эксплуатации"" (Толкование Р91) (принята КпР 27.05.2009, утверждена 10.07.2009) рекомендуется отражать изменение СПИ в учете с начала отчетного года, в котором произошло изменение, а, следовательно, организации необходимо осуществить пересчет амортизации за текущий (отчетный) год."	7945765	1	0	0
Добрый день! Подскажите, пожалуйста, Как найти историю просмотра документов на платформе СГ	20604399	1	0	0
Добрый день! Физическому лицу был начислен доход в декабре 2023 г. а выплачен 16.01.2024 г. как показать доход в 6-ндфл и 2-ндфл	1675949	1	0	0
Добрый день! Предприятие выплачивает аванс 25 числа ежемесячно. Когда мы должны выплатить аванс за февраль с учетом выходны? 22.02.24 или 26.02.24 г. ? Спасибо	3788806	1	0	0
Подскажите пожалуйста, сложилась следующая ситуация: В 1С не принял к учету затраты по расходам на услуги без НДС за 1 квартал 2023 г, что бы не показывать убыток, а 4 квартале получается большой налог по прибыли из-за отсутствия расходов. Могу ли я принять к учету те расходы которые я не принял в 1 кв, и принять их в 4 кв., без уточненной декларации?	20598753	1	0	0
Поступило распоряжение от директора на выплату ему премии в размере 3 000 000 руб. он является одним из учредителей, на каком основании можно это сделать чтоб не было вопросов со стороны налоговой, Какими налогами облагаются. налог на прибыль надо будет считать?	19594807	1	0	0
Добрый день! Подскажите, пожалуйста, может быть УПД с нулевой суммой?	13774600	1	0	0
"У меня вопрос по разделительному балансу реорганизованного путем выделения предприятия.
Дата, когда я должна это отразить в балансах годовых? В 2021 году, когда произошла реорганизация? Или когда здание пройдет регистрацию в рег палате? сам переход Основного средства когда отражать?
На данный момент в рег палате ещё не зарегистрировали мы его."	17037171	1	0	0
Подскажите, если поставщик слетел с УСН и попал на ОСНО, обязан ли он исправить УПД на УПД с НДС для своего поставщика ?	385638	1	0	0
Добрый день. сдаем в аренду грузоподьемники, как учитывать аренду, по 25 ФСБУ?	5248621	1	0	0
что считается балансовой стоимостью основного средства?	3073796	1	0	0
передает в связи со своей ликвидацией.	826631	1	0	0
Добрый день! Учитываются ли сумма отпускных при расчете среднего заработка?	21278282	1	0	0
Добрый день. Зачем контрагенты просяи согласие на обработку персональных данных. У нас ООО	15898381	1	0	0
Здравствуйте. подскажите что можно почитать о том как заполнить 6 ндфл при смене юридического адреса 9/11/23г.	657910	1	0	0
добрый день. подскажите пожайлуста при расчете компенсации при увольнении сотрудника в расчетный период календарных дней мы исключаем то время когда он был в отпуске за свой счет 12 дней	294575	1	0	0
Здравствуйте. Сотрудник не вышел на работу. У него 2 маленьких детей до 3х лет. Можем ли мы его уволить по статье?	290271	1	0	0
Добрый день. Подскажите по КБК НДФЛ. Организация платит ЕНП на ЕНС. НДФЛ с дивидендов до 5 млн -13%, выше 5 млн., составляет 15%. Налог 13% и 15% оплачивать на КБК ЕНС?	1977186	1	0	0
Добрый день! У ИП есть работник, он находится на СВО с 2022 года, больше работников нет, Налог по УСН за 2023 год можно уменьшить только на 50%? И можно ли уменьшить налог на сумму страховых взносов за ИП, начисленных за 2023 год, если они уплачены в 2024 году?	6157440	1	0	0
Добрый день! Мы общественная организация охотничье хозяйство. Занимаемся продажей путевок на на добычу животных. Охотхозяйство находится в лесу. Обязаны мы пробивать через кассовый аппарат выручку от путевок или можно выписывать бланки строгой отчетности?	21125454	1	0	0
Добрый день! Компания на ОСНО, на балансе имеется автомобиль, на данный автомобиль установили прибор ОСА-1 , можно ли данные затраты списать единовременно или все же через модернизацию ОС?	9683724	1	0	0
Добрый день! Можно ли подписать акт сверки со стороны Поставщика - ЭЦП, а с нашей стороны синей печатью (имеются расхождения)?	17873091	1	0	0
ИП прекратила деятельность 31.12.2023, декларация УСН сдана в налоговую, Теперь узнаю, что 21.09.23 было продано нежилое помещение, которое участвовало в пред, деят-сти Вопрос- могу я в 2024 году отправить уточненную декларацию УСН за 2023 год с включением суммы продажи недвижимости? Или отправлять 3-НДФЛ?	15688759	1	0	0
Добрый день, подскажите, пожалуйста, пришло требование налоговой о пояснении в расхождениях в книге покупок, у нас не идет дата счет-фактуры с датой поставщика на один день, но это не влияет на размер налоговой базы, как лучше поступить сделать корректировку в декларации по НДС или написать пояснение?	21048374	1	0	0
Добрый день! Как ИП учитывать в декларации вычет по страховым взносам за себя в 2023г?	928181	1	0	0
Добрый день! Подскажите, пожалуйста, по отчету 6-НДФЛ. Вопрос: в 2023 г. было подано уведомлений и перечислено больше, чем удержано у сотрудников. В отчете оставлять как отправлено уведомлений?	1937205	1	0	0
Данные денежные средства останутся у нас на расчетном счете, в дальнейшем будем их использовать для обычных видов деятельности (строительство)	515901	1	0	0
"Доброго дня.
Интересует вопрос по статистической отчетности для ИП
как мне известно, только в 2026 году все ИП должны сдать отчетность 1-ИП

если ли какие то отчеты, которые нужно сдавать всем ИП (без выборки) за 2023 год, спасибо"	7368081	1	0	0
Если самозанятый (арендатор) оплатит арендную плату за нежилое помещение через кассу Сбербанка. Нужно Индивидуальному предпринимателю как арендодателю пробивать кассовый чек?	1829231	1	0	0
Добрый день. Подскажите, как можно подготовить корректирующий пакет документов, состоящий из актов КС2/КС3 и счет-фактуру. Ранее (в 2022 и 2023 годах) были закрыты строительные работы вышеуказанными первичными документами, а сейчас выяснилось, что некоторые цены были ошибочными и не соответствовали договору. Теперь необходимо все это как то исправить... Как правильно это сделать? Мы Исполнители... Исправлять все документы нам.	1844895	1	0	0
Добрый день! можем ли мы написать письмо нашему Заказчику с просьбой заплатить за нас задолженность при уголовном аресте счетов?	4433775	1	0	0
Здравствуйте. Я отправила уведомление по РСВ за январь. Указала сумму большую на 3т.р., чем должно быть. Вопрос? Как исправить?	2967013	1	0	0
Добрый день! Хочу порекомендовать систему Главбух коллеге, пришлите, пожалуйста, ссылку	17854207	1	0	0
нужно ли ип уведомлять налоговую о смене адреса регистрации	19689906	1	0	0
про корректировку разницы так и никто мне не ответил...	2903566	1	0	0
Компания агент-является нерезидентом, налоги в РФ не платит. Пр какой ставки надо будет оплатить налог на прибыль нам как налоговому агенту?	3016891	1	0	0
здравствуйте, предоставляется ли в налоговый орган декларация по налогу на имущество за 2023г. если в ООО на балансе только движимое имущество, другого имущества нет	20541573	1	0	0
если имущество в лизинге то нужно ли подавать декларацию налога на имущество	7843547	1	0	0
Добрый день! Сотруднику был выдан займ. Сотрудник уволился, займ не погасил. Организация через пол года подписывает доп соглашение с сотрудником о прощении долга. Какой проводкой списать с 73 счета сумму займа?	8767457	1	0	0
Здравствуйте, уточните, пожалуйста, если сотрудник при приеме на работу написал Заявление, что просит перечислять зар плату , либо на карту, либо выдавать наличными - нужно ли писать отдельное заявление при переходе с одного вида перечисления на другое( например, выплачивали картой, а теперь сотрудник выразил желание получать зар плату из кассы)	831242	1	0	0
код дивидендов при 15% для 6ндфл?	14596732	1	0	0
Здравствуйте. Заказывали продукцию в Китае. Сначала сделали макет. Мы за него заплатили. Макет остался на заводе, по нему изготавливали продукцию. Каким документом нужно закрыть изготовление этого макета?	232461	1	0	0
добрый день. Планируем выплатить компенсацию при увольнении по соглашению сторон сотруднику. Компенсация в размере 2 окладов. Напишите пожалуйста будет ли данная компенсация облагаться НДФЛ с Страховыми взносами с ФОТ	17114958	1	0	0
Добрый день! Прошу подсказать. Ошибочно пробили чек без НДС, что делать? Компания на ОСНО	3024590	1	0	0
Здравствуйте. Мне осталось до назначения пенсии 1,5 месяца Подскажите, нужно ли Работадателю подавать какие либо документы в ПФ	2843302	1	0	0
Добрый день! У нашей компании хочет купить физическое лицо, гражданка РФ временно проживающая на территории Грузии и имеющая на настоящий момент гражданство Грузии. За товар она оплачивает рублями со своего расчетного счета , открытого в РФ. Доставка груза до границы осуществляется транспортной компанией .Вопрос : 1. Можем ли мы осуществлять экспорт физическому лицу при отсутствии договора ? 2 . В отгрузочных документах нужно проставлять ставку НДС 20 % или 0 %. ?	2176327	1	0	0
Добрый день! Предприятие провело оценку здания, находящегося на балансе, вызвав оценщиков. Сумма оценки-это остаточная стоимость или балансовая?	19144117	1	0	0
"Добрый день! Подскажите, пожалуйста, по нашей подписке есть возможность воспользоваться сервисом ""Генератор учетной политики"", Спасибо."	2908212	1	0	0
Добрый день. Просьба проконсультировать. Наша организация ген. подрядчик, в смете с застройщиком нет статьи расходов как электроэнергия. Может генподрядчик получить аванс на оплат электроэнергии , оплатить энергоснабжающей организации этот аванс, и в полседствии зачесть авнс у застройщика?	919387	1	0	0
длительный отпуск за свой счет входит ли в общий и непрерывный трудовой стаж для расчета пенсии	3703166	1	0	0
Добрый день! У нас импорт из Китая. Какие документы должен предоставить нам продавец Покупатель и продавец юрлица. Мы на ОСНО с НДС.	221632	1	0	0
Здравствуйте! Может ли управляющая компания заключить с самозанятым абонентский договор на обслуживание инженерных сетей (электросети, отопление и т.п.) с фиксированной суммой выплаты, в идеале два раза в месяц. Какова вероятность переквалификации подобного договора в трудовой?	12668864	1	0	0
будут ли индексировать пенсию самозанятому пенсионеру ,если он сдаст в аренду свой автомобиль?	3201734	1	0	0
Добрый день! можно ли учесть расходы на утилизацию готовой продукции при УСН, которую организация передала на продажу маркетплейсу ( посреднику), а он утилизировал испорченный товар и выставил акт выполненных работ?	10287331	1	0	0
У предприятия образовалась задолженность по налогу на имущество за 2022 год.В 2024 году задолженность погасили на ЕНС.Надо ли подавать уведомление за 2022 год?	1653411	1	0	0
То, что прибылью облагается - это понятно, как быть с НДС.	4151555	1	0	0
Добрый день! Какой КБК следует казать в уведомлении для НДФЛ, удержанного с выплаты действительной доли учредителю при его выходе из ООО?	20410476	1	0	0
Добрый день! Как ИП провести инвентаризацию, если нет обязанности вести бухгалтерский учет. По тем же формам, как и ООО?	9405570	1	0	0
мы поняли, что не полный рабочий день с 2024 года не обязателен, отец может работать и полный рабочий день и получать пособие. Но в таком случае отец теряет или нет 28 ежегодного оплачиваемого отпуска, если не использует укороченный раб день?	7554479	1	0	0
Добрый день. Насколько безопасен инструмент вывода личных средств предпринимателя через зарплатный проект? Может ли налоговая доначислить вносы и НДФЛ? Есть ли судебная практика?	7457100	1	0	0
можно ли затраты на питание сотрудников (обеды) отнести на затраты при исчислении налога на Прибыль? бухгалтерский и налоговый учет?	21333435	1	0	0
Добрый день! Может ли ИП разбить бизнес на своих родственников по разным видам деятельности. Допустип жена будет торговать кормами и цветами на патенте, сын мясом на патенте, и сам ИП пивом(здание находиться в его собственности). На всех 3-х откроется ИП может ли налоговая расценить это как дробление и какие последствия будут?	9047853	1	0	0
Здравствуйте! Подскажите пожалуйста, есть ли особенности заполнения ЕФС-1 при увольнении по собственному желанию работника-совместителя?	5281837	1	0	0
Добрый день! Подскажите пожалуйста, я правильно поняла:если налог на имущество по кадастровой стоимости, то подаем только уведомление, налоговую декларацию не надо подавать?	272384	1	0	0
Добрый день! Компания на УСН, если заказчик дебитор обанкротился, то как списать дебиторскую задолженность в налоговом учете?	614838	1	0	0
Здравствуйте! Физ.лицо гражданин Р.Ф. проживающий в Германии в Росии не появлялся в 2023г., по его доверенности другое физ.лицо получило продукцию за аренду зем.участка. НДФЛ ООО должно отразить по ставке 30%?	13054047	1	0	0
проценты по договорам займа включаются в расходы по прибыли в полной мере?	18025810	1	0	0
рассчитать транспортный налог на гибридный авто	4503434	1	0	0
"Добрый день, подскажите, пожалуйста. Получили письмо с ФНС, что нам надо перепрошить ККТ с версии ФФД 1,05 на версию 1,2, и должен в кассовом чеке обязательно быть указан реквизит ""мера количества предмета расчета"", обязательная для версии ФФД 1,2. Но мы не реализуем маркированный товар. У нас услуга по прокату аттракционной техники. В чеке прописана Услуга 1 х 200 руб. Обязаны ли мы переходить на версию ФФД 1,2?"	2094712	1	0	0
Здравствуйте, подскажите, пожалуйста, в 2024г планируем приобрести в лизинг автомобиль. в договоре лизинга укахзано, что предмет лизинга по бухгалтерскому учету будет числится на балансе Лизингополучателя, а по налоговому учету на балансе Лизингодателя? Возможна такая ситуация? Как правильно учитывать предметы лизинга в 2024г по бух. и налоговому учету?	2361177	1	0	0
Добрый день! Главный бухгалтер в отпуске, издали приказ о возложение обязанностей на бухгалтера на время отпуска главного бухгалтера. В кассовой книге, РКО и ПКО как заполнять строку где подписывает бухгалтер, заменяющий главного бухгалтера?	19204487	1	0	0
"Оксана, хочу вернуться к предыдущему вопросу. Может быть все же можно бывшему предпринимателю получить освобождение от уплаты НДФЛ если срок владения имуществом равен минимальному сроку или превышает его? ""Вместо вычета – освобождение от уплаты НДФЛ. С 1 января 2019 года действуют измененные нормы в отношении налогообложения доходов ИП от продажи жилых домов, квартир, комнат, дач, садовых домиков и долей в них, транспортных средств (ст. 2 Закона от 27.11.2018 № 425-ФЗ). Формулировка нормы позволяет применить ее также, если перечисленное имущество использовалось в предпринимательской деятельно"	677107	1	0	0
Добрый день, ООО на ОСН. В связи с успешным прохождением испытательного срока, мы сотрудникам делаем подарок (нашу продукцию) в пределах 4000 руб. Какими налогами облагается этот подарок НДФЛ, страх.взносы? и можно ли этот подарок взять в затраты?	3962008	1	0	0
Добрый день! 10 авг 2023 компания заключила договор лизинга ТС - эксковатор. Платим согласно графика. Есть НО - до настоящего времени данное транспортное средство не зарегистрировано в Ространснадзоре и не эксплуатируется. как мне вести учет лизингового имущества? Балансодержатель - лизингодатель	21074809	1	0	0
Добрый день! Организация на УСН (Доходы - расходы), заключила агентский договор (по договору является Агентом), осуществляет прием пациентов для взятия биоматериала на проведение лабораторных услуг (которые осуществляет Принципал по дог.). Мед.сестра- администратор Агента в течении месяца может продвигать программу лояльности Принципала и тем самым стимулировать продажу его услуг. 16 февраля Принципал утвердил помимо агентского вознагражд. за январь еще дополнит.-ое вознаграждение за проведение акций, стимулирующих продвижение услуг Принципала в сумме 5000 руб. Фактически - это деньги мед.сест	962583	1	0	0
ООО продает авто выкупленное из лизинга ИП . Можем ли мы продать авто ниже остаточной стоимости и какими налогами облагается сделка купли- продажи у ООО и у ИП?	1822891	1	0	0
хорошо, спасибо	17037171	1	0	0
Добрый день ! Произошло удорожание стоимости по ранее проведенным строительным работам , как учесть заказчику И КАКОВЫ НАЛОГОВЫЕ ПОСЛЕДСТВИЯ , В ЧАСТНОСТИ НДС ?	129515	1	0	0
Добрый день, микропредприятие предприятие находится в Ленинградской области, с 01.01.2024 МРОТ 20 125 отличается от МРОТ в Санкт-Петербурге 19242. какой из них МРОТ применять при расчете страховых взносов с зарплаты сотрудников для Ленинградской области?	13712930	1	0	0
в вопрсе ссылка на новый стандарт	16097870	1	0	0
Добрый день! Как правильно нужно было оприходовать рекламный ролик. стоимостью более 100 тыс. руб., в 2023 г.? До перехода на ФСБУ14.	350560	1	0	0
Может ли работник отказаться в течении года от налогового вычета на ребенка ? Например, он написал заявление вначале 2024 г, а в феврале решил отказаться от вычета на ренка.	12045392	1	0	0
добрый день. Есть ли в тульской области пониженная ставка усн на деятельность гостиниц	12104441	1	0	0
Здравствуйте! Нужно ли подрядчику учитывать выручку как по длящимся договорам, если по условиям договора подряда, срок приходился на текущий год и сам договор квалифицировался как краткосрочный, но фактически работы будут завершены на следующем году. Дополнительное соглашение на продление не будет заключаться?	19531283	1	0	0
"Добрый день.:Возврат госпошлины из суда. Есть Определение Суда о возврате оплаченной госпошлины. Есть Справка ""на получение из ФБ госпошлины"" В какой налоговый орган нужно обратиться в Свою ИФНС? или в ИФНС (получатель гп)? или вообще в Федеральное казначейство? Какой комлект документов нужен?."	1762595	1	0	0
Добрый день , может ли турагент принимать платежи за услуги из-за границы в долларах?	11543463	1	0	0
"Здравствуйте! Между двумя юр лицами заключен договор поставки со спецификацией, в которой указаны количество и стоимость продукции в сборке. Поставщик отгружает товар партиями, в разборном виде с использованием грузоперевозчика. В качестве сопроводительных документов выписана товарно-транспортная накладная на комплектующие (т.е. отличающиеся от спецификации) с указанием их количества и стоимости.
Вопрос - является ли подписанная со стороны покупателя и поставщика товарно-транспортная накладная основанием для оплаты товара по договору-купли продажи? Является ли в принципе ттн документом основан"	20875417	1	0	0
Добрый день! Здание вместе с земельным участком было приобретено в 2015 году. За земельный участок платим земельный налог. Надо ли платить налог на имущество с здания?	2739816	1	0	0
как отметить в табеле сотрудника на гпх	9448830	1	0	0
как включить таможенные пошлины в стоимость товара на практике? например, мы приобрели подшипники 50 шт разной цены и заплатили 150000 р. таможенную пошлину. Чтобы включить там.пошлину в стоимость товара необходимо пошлину разделить на количество товара? независимо от его стоимости или пропорционально стоимости товара?	2547146	1	0	0
справочник 2024	606110	1	0	0
Добрый день! У нас вопрос по кассовым чекам. Наша организация является застройщиком. Оплата за квартиры (аванс) от физических лиц будет приходить на 3-е лицо, в счет задолженности по договору займа. Какая организация должна выдавать чек покупателю при получении оплаты? Т.е кто должен выдавать чек застройщик или 3-е лицо? При передаче квартиры застройщиком по Акту приема-передачи, с каким признаком расчета выдавать чек, если аванс был получен на 3-е лицо?	530511	1	0	0
нужно ли распределять фиксированные взносы за 2024 год между УСН и ПСН если по сроку уплаты взносов Патент уже не применяется	17868702	1	0	0
Добрый день. Наша компания заключила договор комплексного обеспечения спецодеждой работников клиента, т.е оказание услуги. Каким образом в БУ списывать товар, учитываемый на сч.41 при выдаче этого товара работникам нашего клиента? Что-нибудь есть в практике?	10195796	1	0	0
"Может ли руководитель муниципального учре
ждения применять специальный налоговый режим (оформить самозанятость)?"	21061603	1	0	0
Подскажите, как хранить карточки граждан форма 10, которые стоят на учете в другом регионе?	20157789	1	0	0
Добрый день. Срок выдачи зарплаты за первую половину месяца у нас 29 числа. Раньше нельзя было выдавать аванс в последний день месяца. Не будет ли нарушением выплата аванса 29 февраля? Спасибо.	18220401	1	0	0
Добрый день) вопрос; в организации обособка , обособка и головное. относятся к одной налоговой . По головному 6 ндфл не сдавали т.к начислении в 2023 году не было . в сентябре 2023 года обособка закрывается , сдаем отчетность за 3 кв .2023 с кодом 9 -закрытие обособки ,период 53 с приложением(справки 2 ндфл). Я верно понимаю. что мне не надо сдавать годовую форму 6 ндфл за 2023 год т.к по головному начислении не было , а по закрытой обособке я уже подала сведения .	18898370	1	0	0
изминения 2024	21257883	1	0	0
Добрый день! Как правильно принять на работу Временно пребывающего гражданина Беларусь.	207555	1	0	0
А что произойдет с НДФЛ, который мы исчислили, но не смогли удержать?	8767457	1	0	0
Добрый день! У нас производство металлообработка, после резки металла остаются остатки, которые не можем использовать ни производстве ни для продажи. Как мне их списать и какой документ составить для списания в программе?	5354802	1	0	0
Добрый день! Организация решила оплачивать проезд вахтовикам с места жительства до места работы и обратно (иногородним). Можно ли оплатить работнику вахтовику проезд от места жительства до места работы, если он был устроен в 1 декабря , а билеты с 28 ноября	709094	1	0	0
Добрый день. Наш вид деятельности торговля на ОСНО. Заказали у сторонней организации видео ролик (рекламу в интернете). каким образом ставить на приход данные расходы - как расходы на рекламу или НИА?	12313962	1	0	0
Добрый день! подскажите с каким кодом отражать доход как компенсация расходов за медосмотр, который вновь принятый сотрудник оплатил сам.	11264311	1	0	0
Экспорт в Узбексистан: статформу перемещения товаров не нужно заполнять ? У нас есть ГТД.	6959876	1	0	0
Добрый день! Подскажите, где посмотреть сумму к уплате земельного налога по кадастровому номеру	389352	1	0	0
Добрый день! Какими проводками отразить начисление мат выгоды	17912555	1	0	0
"Добрый день. Вид деятельности нашей организации ""деятельность агентств недвижимости за вознаграждение "". Продавец недвижимости просит принять денежные средства за саму недвижимость от покупателя физ.лица по договору поручения. Мы на УСН доходы. Такую схему в прошлые периоды использовали только с юридическими лицами. Хочу узнать нюансы с физическими лицами: принимаем деньги, пробиваем чек, относим на расчетный счет, перечисляем продавцу? Как обезопасить себя от претензий ИФНС, что мы выводим эти деньги из налогооблагаемой базы, поскольку нашим доходом они не являются?"	10926931	1	0	0
ООО на УСН(доходы-расходы)в июне поступило ос(здание) в с умме 622000руб, в октябре было оплачено 1500000руб. В сентябре на баланс было принято еще одно здание в сумме 10 000 000 и сразу же оплачено. Как учесть в налоговом учете данные операции.	448357	1	0	0
Добрый день, подскажите пож . где найти информацию , по компенсации командировочных расходов и как правильно отправить сотрудника в командировку и принимаются к расходам электронный билет к	2370949	1	0	0
Я написала микропредприятие ООО В Ленинградской области, Вопрос кокой МРОТ при начислении страховых взносов на заработную плату сотрудников?	13712930	1	0	0
Добрый день! Можно ли заключить договор с представителем несовершеннолетнего, оказывающего услуги по исполнению роли в съемках фильма в качестве актера, как с самозанятым	620215	1	0	0
Здравствуйте.как заплатить ндфл с заработной платы работников умершего ип	4574183	1	0	0
Добрый день. Подскажите пожалуйста можем ли мы оформить на работу иностранного гражданина ( Узбекистан) , он на патенте и НДФЛ по какой ставке нужно платить 13% или 30% ?	2006102	1	0	0
Добрый день. Какие кадровые документы (приказ на прием, увольнение, трудовой договор, приказ на отпуск, приказы на премии и т.д.) можно подписывать факсимильной подпись директора и какими документами это оформить. Спасибо	8579233	1	0	0
Добрый день! У меня такой вопрос) Если фирма в 2024 г. на УСН 6%, а в 2025г. переведем на ОСНО. Сможем мы в 2025г. возместить НДС за расходы понесенные в 2024г.?	4210570	1	0	0
Добрый день. Хотела уточнить на счет годовой инвентаризации дебеторской и кредиторской задолженности. Какую сумму в инвентаризационную ведомость необходимо заносить, в случае расхождения с поставщиком? Сальдо на 31.12.23 не сходится, т.к. документ от контрагента у нас проведен 01.01.24. Т.е. на 31.12 подписан акт сверки с расхождением. В инвентаризацию в графу подтверждено ставить нашу сумму или сумму поставщика? Спасибо.	21398546	1	0	0
